123303312	0.1594614524242855
123303313	0.03258534781873577
123303322	0.012007767675123585
123303323	0.024186086182429716
123303330	0.025669865432951806
123303331	0.030972809049459822
123303332	0.02712365786230323
123303333	0.0321593999606433
123312200	0.014730871874075773
123312201	0.012479096587785529
123312202	0.03220954599422433
123312203	0.045623778384455325
123312212	0.053772697974541595
123312220	0.03444844183903638
123312221	0.028746281376177275
123312222	0.03067620647460629
123321101	0.0403244834978887
123321103	0.018952994248687665
123321110	0.032184162016528614
123321111	0.035147869437799115
123321112	0.028540822887293177
123321113	0.03567543929337621
123321121	0.018591548377796415
123321123	0.028018820661449055
123321130	0.027528061061111272
123321131	0.029718607425527423
123321132	0.028153038110485293
123321310	0.009023835270787216
123330000	0.030796675905921726
123330001	0.01684220044779975
123330002	0.023648134446713206
